Kode,Tekst,Kapitel,Kap_n,Kap_desc
DZ820,Familieanamnese med epilepsi eller anden sygdom i nervesystemet,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ821,Familieanamnese med blindhed eller synsnedsættelse,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ822,Familieanamnese med døvhed eller hørenedsættelse,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ823,Familieanamnese med cerebrovaskulær sygdom,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ824,Familieanamnese med iskæmisk eller anden kredsløbssygdom,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ824A,Familieanamnese med arvelig disposition til hjertekarsygdom,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ824AA,Familieanamnese med langt QT-syndrom,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ824AB,Familieanamnese med forhøjet lipoprotein(a),Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ824AC,Familieanamnese med familiær hyperkolesterolæmi,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ825,Familieanamnese med astma eller anden kronisk sygdom i nedre luftveje,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ826,Familieanamnese med sygdom i bevægeapparatet,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ827,Familieanamnese med misdannelser eller kromosomabnormiteter,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ828,Familieanamnese med kronisk eller invaliderende sygdom IKA,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ83,Familieanamnese med andre specificerede sygdomme,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ830,Familieanamnese med HIV,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ831,Familieanamnese med anden infektiøs eller parasitær sygdom,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ832,Familieanamnese med sygdom i blod eller bloddannende organ eller immunsystem,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ832A,Familieanamnese med koagulationsdefekt,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ833,Familieanamnese med diabetes,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ834,"Familieanamnese med anden endokrin, ernæringsbetinget eller metabolisk sygdom",Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ835,Familieanamnese med sygdom i øjne eller ører,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ836,Familieanamnese med sygdom i åndedrætsorganerne,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ837,Familieanamnese med sygdom i fordøjelsesorgan,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ84,Familieanamnese med andre sygelige tilstande,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ840,Familieanamnese med sygdom i hud eller underhud,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ841,Familieanamnese med sygdom i nyre eller urinleder,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ842,Familieanamnese med anden sygdom i urin- eller kønsorganer,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ842A,Familiær disposition til sygdom i urin- eller kønsorgan,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ842A1,Familiær disposition til sygdom i prostata,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ842A1A,Familiær disposition til prostatakræft,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ843,Familieanamnese med indgifte,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ848,Familieanamnese med anden tilstand,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ848A,Familieanamnese med kendt genetisk defekt,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ848A1,Familieanamnese med hereditær non-polypøs kolorektal cancer (HNPCC),Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ848A2,Familieanamnese med hereditær bryst- og æggestokkræft (HBOC),Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ848B,Familieanamnese med allergi,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ85,Anamnese med kræft,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ850,Anamnese med kræft i fordøjelsesorganerne,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ850C,Anamnese med kræft i ventrikel,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ850D,Anamnese med kræft i tyktarm,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ850E,Anamnese med kræft i lever,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ850F,Anamnese med kræft i pancreas,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ850G,Anamnese med kræft i endetarm,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ851,"Anamnese med kræft i luftrør, bronkier eller lunger",Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ852,Anamnese med kræft i andet intratorakalt organ,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ853,Anamnese med kræft i mamma,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ854,Anamnese med kræft i kønsorganer,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ855,Anamnese med kræft i urinvejene,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ856,Anamnese med leukæmi,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ857,"Anamnese med anden kræft i lymfatisk, bloddannende eller relateret væv",Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ858,Anamnese med kræft i andet organ eller organsystem,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ859,Anamnese med kræft UNS,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ86,Anamnese med visse andre sygdomme,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ860,Anamnese med anden tumorsygdom,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ861,Anamnese med infektiøs eller parasitær sygdom,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ861A,Anamnese med COVID-19,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ862,"Anamnese med sygdom i blod, bloddannende organ eller immunsystemet",Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ862A,Asymptomatisk bærer af hæmofili,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ862A1,Asymptomatisk bærer af hæmofili A,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ862A2,Asymptomatisk bærer af hæmofili B,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ863,"Anamnese med endokrin, ernæringsbetinget eller metabolisk sygdom",Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ863D,Anamnese med type 2-diabetes,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ864,Anamnese med misbrug af psykoaktive stoffer,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ865,Anamnese med psykisk eller adfærdsmæssig forstyrrelse,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ865A,Anamnese med ubehandlet psykose,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ865AA,Varighed af ubehandlet psykose (VUP) < 3 mdr.,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ865AB,Varighed af ubehandlet psykose (VUP) 3-6 mdr.,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ865AC,Varighed af ubehandlet psykose > 6 mdr.,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ865B,Anamnese med skizofreni,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ866,Anamnese med sygdom i nervesystemet eller sanseorgan,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ867,Anamnese med kredsløbssygdom,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ867B,Anamnese med emboli eller trombose,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ87,Anamnese med andre sygdomme og tilstande,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ870,Anamnese med sygdom i luftvejene,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ871,Anamnese med sygdom i fordøjelsesorgan,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ872,Anamnese med sygdom i hud eller underhud,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ873,"Anamnese med sygdom i knogler, muskler eller bindevæv",Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ874,Anamnese med sygdom i urin- eller kønsorgan,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ875,"Anamnese med komplikation til graviditet, fødsel eller barselsperiode",Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ875A,Anamnese med cervixinsufficiens,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ875B,Anamnese med tidligere anlagt abdominal cerclage,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ875C,Anamnese med anal sphincterruptur,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ875D,Anamnese med sædefødsel,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ875E,Anamnese med ammeproblemer,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ876,Anamnese med tilstand opstået i den perinatale periode,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ876A,Anamnese med immaturitet,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ876B,Anamnese med præmaturitet,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ876C,Anamnese med asfyksi ved fødslen,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ877,Anamnese med medfødt misdannelse eller kromosomabnormitet,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ878,Anamnese med anden tilstand,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ879,Anamnese med sygdom UNS,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ88,Anamnese med allergi over for lægemidler og biologiske substanser,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ880,Anamnese med allergi over for penicillin,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ881,Anamnese med allergi over for andre antibiotika,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ882,Anamnese med allergi over for sulfonamider,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ883,Anamnese med allergi over for andre anti-infektionsmidler,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ884,Anamnese med allergi over for bedøvelsesmiddel,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ885,Anamnese med allergi over for narkotisk middel,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ886,Anamnese med allergi over for smertestillende lægemiddel,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ887,Anamnese med allergi over for serum eller vaccine,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ888,Anamnese med allergi over for andet lægemiddel eller biologisk substans,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ889,Anamnese med allergi over for lægemiddel eller biologisk substans UNS,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ89,Erhvervet mangel af ekstremitet,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ890,Enkeltsidig erhvervet mangel af finger eller fingre,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ891,Erhvervet mangel af hånd og håndled,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ892,Erhvervet mangel af arm oven for håndled,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ893,Erhvervet mangel af begge arme,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ894,Erhvervet mangel af fod og ankel,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
DZ895,Erhvervet mangel af underekstremitet i højde med eller under knæet,Kap. XXI: Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99],XXI,Faktorer af betydning for sundhedstilstand og kontakter med sundhedsvæsen [DZ00-DZ99]
